0 -0.507128 -0.507128 2 1 
0.0019127 -0.50364 -0.50364 1 1 
0.00382938 -0.500155 -0.500155 1 1 
0.00767506 -0.493196 -0.493196 1 1 
0.015418 -0.479325 -0.479325 1 1 
0.0311246 -0.451805 -0.451805 1 1 
0.0552894 -0.411223 -0.411223 1 1 
0.0812433 -0.370136 -0.370136 1 1 
0.107837 -0.330608 -0.330608 1 1 
0.134663 -0.292928 -0.292928 1 1 
0.161048 -0.257243 -0.257243 1 1 
0.186104 -0.223543 -0.223543 1 1 
0.195554 -0.21056 -0.21056 2 1 
0.217071 -0.179437 -0.179437 2 1 
0.235044 -0.150012 -0.150012 2 1 
0.249203 -0.122218 -0.122218 2 1 
0.260179 -0.0959872 -0.0959872 2 1 
0.269585 -0.0711882 -0.0711882 2 1 
0.279757 -0.0476599 -0.0476599 2 1 
0.293222 -0.0253352 -0.0253352 2 1 
0.311962 -0.00433155 -0.00433155 2 1 
0.336719 0.0151351 0.0151351 2 1 
0.366969 0.0329574 0.0329574 2 1 
0.401572 0.0492264 0.0492264 2 1 
0.439387 0.0641583 0.0641583 2 1 
0.441839 0.0650326 0.0650326 2 1 
0.482042 0.0788126 0.0788126 1 1 
0.52397 0.091732 0.091732 1 1 
0.567138 0.10397 0.10397 1 1 
0.61125 0.115669 0.115669 1 1 
0.656098 0.126943 0.126943 1 1 
0.701531 0.137881 0.137881 1 1 
0.44178 0.0650326 0.0650326 4 3 
0.441719 0.0675316 0.0624795 4 3 
0.441788 0.0713271 0.0586842 4 3 
0.441997 0.077006 0.0530056 4 3 
0.442529 0.0854933 0.0445199 4 3 
0.443707 0.0980904 0.0319254 4 3 
0.445266 0.111661 0.0183758 4 3 
0.446956 0.126094 0.00391796 4 3 
0.448504 0.14135 -0.0114145 4 3 
0.449737 0.157402 -0.0276763 4 3 
0.450617 0.174268 -0.0452152 4 3 
0.451346 0.198501 -0.0717485 4 3 
0.451797 0.232953 -0.116478 4 3 
0.451874 0.253253 -0.149812 4 3 
0.447804 0.280632 -0.23456 3 3 
0.409982 0.289285 -0.287455 3 3 
0.379569 0.291949 -0.310653 3 3 
0.350808 0.292735 -0.330165 3 3 
0.322309 0.29359 -0.348319 3 3 
0.294419 0.292454 -0.36575 3 3 
0.267555 0.290685 -0.382342 3 3 
0.242219 0.287761 -0.39751 3 3 
0.219143 0.282057 -0.41218 3 3 
0.199647 0.27149 -0.42492 3 3 
0.186591 0.25272 -0.433338 3 3 
0.184383 0.238209 -0.43437 3 3 
0.183965 0.219323 -0.434243 3 3 
0.183945 0.199878 -0.434191 3 3 
0.18399 0.0975372 -0.427812 4 3 
0.184041 0.0651823 -0.421908 3 3 
0.183962 0.133803 -0.431378 4 3 
0.183973 0.115393 -0.429681 4 3 
0.184023 0.0739539 -0.423642 4 3 
0.184205 0.0198798 -0.406246 4 3 
0.18436 -0.00217475 -0.395455 4 3 
0.184555 -0.0205802 -0.384004 4 3 
0.184946 -0.0446122 -0.366884 4 3 
0.185934 -0.0787212 -0.338806 4 3 
0.188325 -0.120066 -0.300465 4 3 
0.194043 -0.178142 -0.243205 4 3 
0.195537 -0.210462 -0.210706 4 3 
0.191139 -0.149525 -0.271973 4 3 
0.186292 -0.0871387 -0.331176 4 3 
0.184826 -0.0383301 -0.371752 4 3 
0.18418 0.0245645 -0.408639 4 3 
0.184072 0.0527011 -0.41865 4 3 
0.18398 0.106641 -0.42901 4 3 
0.183958 0.141228 -0.432124 4 3 
0.183951 0.164781 -0.433165 4 3 
0.183946 0.185617 -0.433634 4 3 
0.183945 0.199837 -0.434394 3 3 
0.184051 0.229128 -0.434579 3 3 
0.186717 0.254305 -0.432592 3 3 
0.19614 0.26884 -0.426249 3 3 
0.209513 0.277216 -0.418627 3 3 
0.226742 0.284 -0.407776 3 3 
0.247941 0.289114 -0.394497 3 3 
0.273146 0.292065 -0.37752 3 3 
0.300387 0.293456 -0.361948 3 3 
0.328488 0.293804 -0.344117 3 3 
0.357034 0.292697 -0.325574 3 3 
0.385539 0.291184 -0.305862 3 3 
0.413217 0.288687 -0.28426 3 3 
0.438201 0.28506 -0.256846 3 3 
0.451829 0.26318 -0.171288 3 3 
0.451874 0.253317 -0.149531 3 3 
