0.153469 -0.210586 -0.210586 1 1 
0.154389 -0.209307 -0.209307 2 1 
0.155304 -0.208032 -0.208032 2 1 
0.156214 -0.206759 -0.206759 2 1 
0.157120 -0.205490 -0.205490 2 1 
0.158021 -0.204223 -0.204223 2 1 
0.158917 -0.202959 -0.202959 2 1 
0.159809 -0.201698 -0.201698 2 1 
0.160695 -0.200440 -0.200440 2 1 
0.161577 -0.199184 -0.199184 2 1 
0.162454 -0.197932 -0.197932 2 1 
0.163326 -0.196682 -0.196682 2 1 
0.164193 -0.195435 -0.195435 2 1 
0.165055 -0.194191 -0.194191 2 1 
0.165912 -0.192949 -0.192949 2 1 
0.166763 -0.191710 -0.191710 2 1 
0.167609 -0.190475 -0.190475 2 1 
0.168450 -0.189241 -0.189241 2 1 
0.169286 -0.188011 -0.188011 2 1 
0.170116 -0.186783 -0.186783 2 1 
0.170941 -0.185559 -0.185559 2 1 
0.17176 -0.184336 -0.184336 2 1 
0.172573 -0.183117 -0.183117 2 1 
0.173381 -0.1819 -0.1819 2 1 
0.174184 -0.180686 -0.180686 2 1 
0.17498 -0.179475 -0.179475 2 1 
0.175771 -0.178267 -0.178267 2 1 
0.176556 -0.177061 -0.177061 2 1 
0.177336 -0.175858 -0.175858 2 1 
0.178109 -0.174657 -0.174657 2 1 
0.178877 -0.173459 -0.173459 2 1 
0.179638 -0.172264 -0.172264 2 1 
0.180394 -0.171072 -0.171072 2 1 
0.181144 -0.169882 -0.169882 2 1 
0.181887 -0.168695 -0.168695 2 1 
0.182625 -0.167511 -0.167511 2 1 
0.183357 -0.166329 -0.166329 2 1 
0.184082 -0.16515 -0.16515 2 1 
0.184801 -0.163973 -0.163973 2 1 
0.185515 -0.162799 -0.162799 2 1 
0.186222 -0.161628 -0.161628 2 1 
0.186922 -0.16046 -0.16046 2 1 
0.187617 -0.159294 -0.159294 2 1 
0.188306 -0.15813 -0.15813 2 1 
0.188988 -0.15697 -0.15697 2 1 
0.189664 -0.155812 -0.155812 2 1 
0.190334 -0.154656 -0.154656 2 1 
0.190997 -0.153504 -0.153504 2 1 
0.191655 -0.152353 -0.152353 2 1 
0.192306 -0.151206 -0.151206 2 1 
0.192951 -0.150061 -0.150061 2 1 
0.193589 -0.148918 -0.148918 2 1 
0.194222 -0.147779 -0.147779 2 1 
0.194848 -0.146642 -0.146642 2 1 
0.195468 -0.145507 -0.145507 2 1 
0.196082 -0.144375 -0.144375 2 1 
0.19669 -0.143246 -0.143246 2 1 
0.197291 -0.142119 -0.142119 2 1 
0.197887 -0.140995 -0.140995 2 1 
0.198476 -0.139873 -0.139873 2 1 
0.19906 -0.138754 -0.138754 2 1 
0.199637 -0.137637 -0.137637 2 1 
0.200208 -0.136523 -0.136523 2 1 
0.200774 -0.135412 -0.135412 2 1 
0.201333 -0.134303 -0.134303 2 1 
0.201887 -0.133197 -0.133197 2 1 
0.202435 -0.132093 -0.132093 2 1 
0.202977 -0.130992 -0.130992 2 1 
0.203513 -0.129893 -0.129893 2 1 
0.204043 -0.128797 -0.128797 2 1 
0.204568 -0.127704 -0.127704 2 1 
0.205088 -0.126613 -0.126613 2 1 
0.205602 -0.125524 -0.125524 2 1 
0.20611 -0.124438 -0.124438 2 1 
0.206613 -0.123355 -0.123355 2 1 
0.207111 -0.122274 -0.122274 2 1 
0.207604 -0.121196 -0.121196 2 1 
0.208091 -0.12012 -0.12012 2 1 
0.208573 -0.119046 -0.119046 2 1 
0.209051 -0.117975 -0.117975 2 1 
0.209523 -0.116907 -0.116907 2 1 
0.209991 -0.115841 -0.115841 2 1 
0.210453 -0.114777 -0.114777 2 1 
0.210912 -0.113716 -0.113716 2 1 
0.211365 -0.112657 -0.112657 2 1 
0.211814 -0.111601 -0.111601 2 1 
0.212259 -0.110547 -0.110547 2 1 
0.212700 -0.109496 -0.109496 2 1 
0.213136 -0.108447 -0.108447 2 1 
0.213568 -0.107400 -0.1074 2 1 
0.213997 -0.106356 -0.106356 2 1 
0.214421 -0.105314 -0.105314 2 1 
0.214842 -0.104275 -0.104275 2 1 
0.215259 -0.103238 -0.103238 2 1 
0.215673 -0.102203 -0.102203 2 1 
0.216083 -0.101171 -0.101171 2 1 
0.21649 -0.100141 -0.100141 2 1 
0.216894 -0.0991135 -0.0991135 2 1 
0.217295 -0.0980882 -0.0980882 2 1 
0.217693 -0.0970652 -0.0970652 2 1 
0.218088 -0.0960445 -0.0960445 2 1 
0.21848 -0.0950261 -0.0950261 2 1 
0.218871 -0.09401 -0.09401 2 1 
0.219258 -0.0929962 -0.0929962 2 1 
0.219644 -0.0919846 -0.0919846 2 1 
0.220027 -0.0909752 -0.0909752 2 1 
0.220409 -0.0899681 -0.0899681 2 1 
0.220789 -0.0889632 -0.0889632 2 1 
0.221167 -0.0879606 -0.0879606 2 1 
0.221543 -0.0869601 -0.0869601 2 1 
0.221918 -0.0859618 -0.0859618 2 1 
0.222292 -0.0849657 -0.0849657 2 1 
0.222665 -0.0839718 -0.0839718 2 1 
0.223037 -0.08298 -0.08298 2 1 
