0.441468 0.0649599 0.0649599 1 1 
0.441580 0.0649599 0.06495990 4 3 
0.442953 0.0905241 0.03948720 4 3 
0.446073 0.1184380 0.01163090 4 3 
0.448964 0.1465690 -0.0168496 4 3
0.450649 0.1750700 -0.0460772 4 3   
0.451452 0.2041460 -0.0782066 4 3 
0.451804 0.2343700 -0.1181560 4 3 
0.451875 0.2532940 -0.1494990 4 3
0.450349 0.277971 -0.218235 3 3
0.440388 0.284582 -0.253045 3 3 
0.432415 0.2864040 -0.264868 4 3 
0.371473 0.2924120 -0.316141 4 3 
0.328472 0.2938070 -0.344467 3 3 
0.283990 0.2929520 -0.372198 3 3 
0.238099 0.2847490 -0.40067 3 3 
0.198750 0.2718080 -0.425588 3 3 
0.186739 0.2568820 -0.433287 3 3 
0.183960 0.2185190 -0.434718 3 3 
0.183944 0.1994530 -0.433794 3 3 
0.183951 0.1612380 -0.433235 4 3 
0.183962 0.1315000 -0.431567 4 3 
0.183997 0.0901084 -0.426918 4 3 
0.184047 0.0619004 -0.421224 4 3 
0.184124 0.0372146 -0.413283 4 3 
0.184212 0.0186246 -0.405397 4 3 
0.184319 0.00277422 -0.39799 4 3 
0.184511 -0.0169676 -0.386546 4 3 
0.184901 -0.0422951 -0.368314 4 3 
0.185896 -0.0777154 -0.339447 4 3 
0.188375 -0.120701 -0.300081 4 3 
0.195536 -0.209721 -0.211447 4 3 
0.195535 -0.210588 -0.210588 1 1 
